society,price,area,open_sides,possession,locality,nearby_count,school_count,hospital_count,bank_count,metro_count,corner_property,park_facing,freehold,rental_income,ready_to_move,transport_count,environment,lifestyle,connectivity,safety,overall_rating,description_length,contains_corner,contains_freehold,contains_park,contains_north
Ansals Palam Vihar,12.419999999999998,4520.838,1.0,undefined,J-Blcok,27,4,3,3,1,0,0,0,0,0,3,5.0,5.0,5.0,4.0,4.75,192.0,0,0,0,0
DLF City Plots Phase 4,6.562815789473683,3218.4061,2.0,undefined,30m Road,47,1,7,9,4,0,0,0,0,0,4,5.0,4.0,5.0,5.0,4.75,250.0,0,0,0,1
G99,6.9,3186.1144,2.0,Immediate,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,1,1,4.5,4.0,4.5,4.5,4.375,444.0,0,0,1,0
G99,9.96,5801.7421,2.0,Immediate,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,1,1,4.5,4.0,4.5,4.5,4.375,444.0,0,0,1,0
G99,6.24,2335.7663,2.0,undefined,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,444.0,0,0,1,0
BPTP Amstoria3.8 ★,3.9,1625.3489,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,319.0,0,0,0,0
Experion The Westerlies,3.1500000000000004,1625.3489,1.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,293.0,0,0,0,0
independent,6.675000000000001,3078.4754,1.0,undefined,Sector 10A Gurgaon,49,0,38,0,0,0,0,0,0,0,1,4.0,5.0,5.0,5.0,4.75,66.0,0,0,0,0
Bhelpa Greens,0.35265,2701.7389,2.0,undefined,Bhondsi,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,51.0,0,0,0,0
Ansals Shiva Som Valley,0.945,968.751,1.0,undefined,Sector-2 Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,206.0,0,0,0,0
Gokulam Sector 7 Sohna,1.0125000000000002,1345.4875,2.0,undefined,sector 7 Sohna,50,3,35,1,0,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,186.0,0,0,0,0
Ansals Palam Vihar,9.75,4682.2965,1.0,Immediate,Palam Vihar,27,4,3,3,1,1,0,0,0,1,3,5.0,5.0,5.0,4.0,4.75,436.0,1,0,0,0
independent,13.2,7201.049099999999,1.0,Immediate,Palam Vihar,27,4,3,3,1,0,0,0,0,1,3,5.0,5.0,5.0,4.0,4.75,431.0,0,0,0,0
independent,10.68,4682.2965,2.0,Immediate,Palam Vihar,27,4,3,3,1,1,1,0,0,1,3,5.0,5.0,5.0,4.0,4.75,230.0,1,0,1,0
BPTP Amstoria3.8 ★,5.25,2249.6551,1.0,undefined,169,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,355.0,0,0,0,0
Orchid Island4.2 ★,2.7,904.1676,1.0,undefined,115',9,2,1,0,1,0,0,0,1,0,2,5.0,4.0,5.0,4.0,4.5,105.0,0,0,0,0
Central Park Flower Valley,6.135,2626.3916,2.0,undefined,001,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,1144.0,0,0,1,0
Satya Merano Greens,2.13,1453.1265,2.0,undefined,003,11,2,1,0,0,0,0,0,0,0,1,4.0,3.0,3.0,3.0,3.25,1003.0,0,0,1,0
Satya Merano Greens,1.875,1280.9041,2.0,undefined,007,11,2,1,0,0,0,0,0,0,0,1,4.0,3.0,3.0,3.0,3.25,1003.0,0,0,1,0
Satya Merano Greens,1.6949999999999998,1151.7373,2.0,undefined,003,11,2,1,0,0,0,0,0,0,0,1,4.0,3.0,3.0,3.0,3.25,1003.0,0,0,1,0
independent,3.3000000000000003,1625.3489,1.0,Immediate,experion westerlies,50,3,35,1,0,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,61.0,0,0,0,0
BPTP Amstoria3.8 ★,4.425000000000001,182.9863,2.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,146.0,0,0,0,0
independent,18.0,4520.838,1.0,Immediate,DLF Phase 3,44,0,16,12,6,0,0,0,0,1,6,4.0,5.0,5.0,4.0,4.5,386.0,0,0,0,0
independent,8.31,2690.975,1.0,Immediate,Sushant Lok Phase 3,45,5,7,13,0,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,126.0,0,0,0,0
Raheja Vanya,2.385,1356.2514,2.0,undefined,Sector 99A Gurgaon,9,2,1,0,1,0,0,0,0,0,3,4.0,3.0,3.0,3.0,3.25,84.0,0,0,0,0
Ramprastha City,2.625,2249.6551,1.0,undefined,Sector 92 Gurgaon,8,0,4,0,0,0,0,0,0,0,0,5.0,4.0,4.0,3.0,4.0,1349.0,0,0,1,0
independent,6.9,2368.058,1.0,undefined,1234,47,4,12,7,0,0,1,0,0,0,0,4.0,4.0,5.0,4.0,4.25,215.0,0,0,1,0
independent,3.3000000000000003,1453.1265,1.0,undefined,1234,45,5,10,6,0,0,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,193.0,0,0,0,0
independent,4.5,2701.7389,1.0,undefined,Sector 51 Gurgaon,46,5,11,7,0,0,0,0,0,0,0,5.0,4.0,5.0,4.0,4.5,160.0,0,0,0,0
independent,3.825,1636.1128,1.0,undefined,Sector 52 Gurgaon,44,4,5,10,0,0,0,0,0,0,2,4.0,5.0,5.0,4.0,4.5,309.0,0,0,1,0
ROF Insignia Park,2.58,1291.668,1.0,undefined,Block C,14,1,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,128.0,0,0,1,1
independent,6.9,3239.9339,1.0,undefined,02120,49,5,9,10,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,123.0,0,0,0,0
Orris Woodview Residencies,2.895,1625.3489,1.0,undefined,Sector 89 Gurgaon,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,166.0,0,0,0,0
3B Homes Pataudi One,0.7488,936.4593,1.0,Immediate,Pataudi,15,1,2,4,1,0,0,0,0,1,3,4.0,5.0,4.0,5.0,4.5,117.0,0,0,0,0
Orris Woodview Residencies,3.6,2163.5439,1.0,undefined,C-26,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,200.0,0,0,0,0
Orris Woodview Residencies,3.87,2443.4053,1.0,undefined,D-06,9,2,1,0,0,0,1,0,0,0,0,4.0,4.0,4.0,4.0,4.0,71.0,0,0,1,0
independent,6.75,301.3892,1.0,Immediate,Main Road,10,0,1,0,0,0,0,1,0,1,0,4.0,4.0,4.0,4.0,4.0,484.0,0,1,0,0
Vatika India Next Plots3.6 ★,7.199999999999999,3595.1426,1.0,Immediate,Iris Avenue,15,2,5,1,0,0,0,1,0,1,0,5.0,5.0,4.0,5.0,4.75,511.0,0,1,0,0
orris plot atulayam,2.88,1442.3626,1.0,undefined,0025,11,0,1,0,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,117.0,0,0,0,0
Central Park Flower Valley,5.625,2249.6551,1.0,Immediate,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,61.0,0,0,0,0
Sector-47,4.65,1453.1265,1.0,undefined,001,43,4,5,14,3,0,0,0,0,0,5,4.0,4.0,4.5,4.0,4.25,122.0,0,0,0,1
independent,18.75,4520.838,1.0,undefined,Greenwood City,48,6,6,14,1,0,0,0,0,0,1,4.5,4.0,5.0,4.5,4.5,794.0,0,0,0,0
independent,6.300000000000001,3595.1426,1.0,undefined,Sector 83 Gurgaon,11,0,1,0,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,719.0,0,0,0,0
BPTP Amstoria3.8 ★,4.050000000000001,1625.3489,2.0,undefined,C Block,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,147.0,0,0,0,0
independent,6.75,4520.838,1.0,undefined,Sector 9A Gurgaon,49,1,32,5,0,0,0,0,0,0,3,4.0,4.0,4.0,4.0,4.0,46.0,0,0,0,0
BPTP Green Oaks,4.695,182.9863,1.0,undefined,Sector 70A Gurgaon,10,3,1,0,1,0,0,1,0,0,2,5.0,4.0,4.0,4.0,4.25,593.0,0,1,0,0
BPTP Green Oaks,3.945,1345.4875,1.0,undefined,Sector 70A Gurgaon,10,3,1,0,1,0,0,1,0,0,2,5.0,4.0,4.0,4.0,4.25,623.0,0,1,0,1
DLF Alameda,6.75,2249.6551,1.0,undefined,Sector 73 Gurgaon,8,2,1,0,0,0,0,1,0,0,2,4.0,4.0,4.5,4.0,4.25,572.0,0,1,0,1
DLF Alameda,13.5,4499.3102,1.0,undefined,Sector 73 Gurgaon,8,2,1,0,0,0,0,1,0,0,2,4.0,4.0,4.5,4.0,4.25,591.0,0,1,0,1
BPTP Fortuna,6.57,2249.6551,1.0,Immediate,Sector 70A Gurgaon,8,2,1,0,1,0,0,1,0,1,2,5.0,4.0,4.0,4.0,4.25,468.0,0,1,0,1
independent,1.86,1399.307,1.0,Future,Sector 95 Gurgaon,5,0,4,0,0,0,0,1,0,0,0,4.0,4.5,4.0,4.5,4.25,512.0,0,1,0,1
Emaar Emerald Hills4.1 ★,13.47,3595.1426,1.0,Immediate,Plot,10,2,1,0,0,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,115.0,0,0,0,1
independent,12.0,2432.6414,1.0,undefined,DLF Phase 4,47,1,7,10,3,0,0,0,0,0,3,5.0,4.0,5.0,5.0,4.75,49.0,0,0,0,0
independent,4.5,8998.6204,1.0,undefined,Block T New Palam Vihar Phase 2,19,2,5,1,1,0,0,1,0,0,2,4.0,4.0,4.5,4.0,4.25,545.0,0,1,0,0
Vatika Express City,3.225,1679.1684,1.0,undefined,Sector 88A Gurgaon,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,596.0,0,0,0,0
DLF City Plots Phase 3,8.52,2841.6696,2.0,undefined,V And T Block,44,0,16,12,6,0,0,0,0,0,6,4.0,5.0,5.0,4.0,4.5,115.0,0,0,0,0
independent,5.4,1625.3489,2.0,undefined,A25,47,1,14,10,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,126.0,0,0,0,0
Experion The Westerlies,3.795,182.9863,2.0,undefined,1st,9,3,1,0,0,0,0,1,0,0,1,4.0,4.5,4.5,4.5,4.375,510.0,0,1,0,0
independent,6.562815789473683,6393.7566,3.0,undefined,T Block,44,0,16,12,6,0,0,0,0,0,6,4.0,5.0,5.0,4.0,4.5,88.0,0,0,0,0
independent,11.25,2421.8775,1.0,undefined,6200 Lane,47,1,7,10,3,0,0,0,0,0,3,5.0,4.0,5.0,5.0,4.75,57.0,0,0,1,0
independent,1.875,538.1949999999999,2.0,undefined,Sector 43 Gurgaon,46,1,5,9,3,0,0,0,0,0,3,4.0,4.0,5.0,4.0,4.25,70.0,0,0,0,0
independent,13.5,3078.4754,2.0,undefined,B Block Sushant Lok Phase 1,48,1,4,9,2,0,0,0,0,0,2,4.0,4.5,4.5,4.0,4.25,39.0,0,0,0,0
independent,1.275,904.1676,2.0,Future,Sector 95 Gurgaon,5,0,4,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.5,4.25,211.0,0,0,0,0
BPTP Amstoria3.8 ★,5.43,2238.8912,3.0,Future,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,166.0,0,0,0,0
independent,14.25,2841.6696,3.0,undefined,DLF Phase 2,44,0,9,13,5,1,1,0,0,0,5,5.0,5.0,5.0,5.0,5.0,49.0,1,0,1,0
Raheja Vanya,1.44075,1011.8066,3.0,Future,Sector 99A Gurgaon,9,2,1,0,1,0,0,0,0,0,3,4.0,3.0,3.0,3.0,3.25,60.0,0,0,0,0
Vatika Xpressions,6.2250000000000005,4499.3102,2.0,undefined,Sec 88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
Vatika Xpressions,5.22,3595.1426,2.0,undefined,Sec 88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
Vatika Xpressions,4.365,2701.7389,2.0,undefined,Sec 88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
Vatika Xpressions,4.275,2701.7389,2.0,undefined,Sec 88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,579.0,1,0,1,0
Vatika Xpressions,4.245,2432.6414,2.0,undefined,88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
Vatika Xpressions,3.96,2163.5439,2.0,undefined,Sec 88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
Vatika Xpressions,3.855,2163.5439,2.0,undefined,Sec 88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
Vatika Xpressions,2.475,182.9863,2.0,undefined,Sec 88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
Vatika Xpressions,2.355,1485.4181999999998,2.0,undefined,Sec 88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
Vatika Xpressions,2.295,1485.4181999999998,2.0,undefined,Sec 88b,7,2,1,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
independent,1.89,1173.2650999999998,2.0,undefined,Sec 88b,0,0,0,0,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,578.0,1,0,1,0
Vatika Express City,4.095,2432.6414,2.0,undefined,Sec 88a,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,605.0,0,0,0,0
Vatika Express City,3.78,2163.5439,2.0,undefined,Sec 88a,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,605.0,0,0,0,0
independent,9.375,2163.5439,4.0,undefined,G Block,49,2,4,10,1,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,51.0,0,0,0,0
Vatika Express City,2.475,1345.4875,2.0,undefined,Sec 88a,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,605.0,0,0,0,0
Vatika Express City,2.505,1345.4875,2.0,undefined,Sec 88a,6,2,1,0,0,1,1,0,0,0,1,4.0,4.0,4.5,4.0,4.25,584.0,1,0,1,0
independent,18.0,4520.838,1.0,undefined,0001,49,4,19,5,0,0,1,0,0,0,1,5.0,5.0,5.0,4.0,4.75,73.0,0,0,1,0
independent,9.75,2260.419,1.0,undefined,DLF Phase 2,44,0,9,13,5,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,306.0,0,0,1,0
independent,15.0,3616.6704,1.0,undefined,DLF Phase 2,44,0,9,13,5,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,306.0,0,0,1,0
nul,6.562815789473683,1399.307,2.0,Future,Sector 95 Gurgaon,5,0,4,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.5,4.25,539.0,0,0,0,0
independent,2.0250000000000004,96.8751,2.0,undefined,Sector 85 Gurgaon,12,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,4.5,4.875,91.0,0,0,0,0
independent,3.6,1625.3489,2.0,undefined,Sector 78 Gurgaon,6,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,43.0,0,0,0,0
ROF Insignia Park 2,1.56,1173.2650999999998,3.0,Within_6_months,Sector 95 Gurgaon,5,1,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.5,4.25,79.0,0,0,0,0
ROF Insignia Park 2,1.2000000000000002,904.1676,3.0,Future,Sector 95 Gurgaon,5,1,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.5,4.25,84.0,0,0,0,0
Landmark Avana,1.89,1506.946,3.0,Future,Sector 95 Gurgaon,5,0,4,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.5,4.25,84.0,0,0,0,0
Landmark Avana,1.995,1603.8211,3.0,Future,Sector 95 Gurgaon,5,0,4,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.5,4.25,84.0,0,0,0,0
Landmark Avana,1.40625,1130.2095,3.0,Future,Sector 95 Gurgaon,5,0,4,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.5,4.25,55.0,0,0,0,0
Raheja Vanya,1.53,1011.8066,3.0,Future,Sector 99A Gurgaon,9,2,1,0,1,0,0,0,0,0,3,4.0,3.0,3.0,3.0,3.25,55.0,0,0,0,0
ROF Insignia Park 2,1.38,1033.3344,3.0,Within_3_months,Sector 95 Gurgaon,5,1,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.5,4.25,80.0,0,0,0,0
Mapsko Aspr Hills,2.505,150.69459999999998,3.0,Future,Sector 78 Gurgaon,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,63.0,0,0,0,0
independent,10.89,5177.4359,2.0,undefined,00001,48,1,5,13,1,0,1,0,0,0,1,5.0,5.0,5.0,5.0,5.0,101.0,0,0,1,0
Ansals Florence Villa,9.675,2701.7389,1.0,undefined,C Block,45,5,7,13,0,0,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,91.0,0,0,1,0
Skywhales Vienna Greens,1.56,1108.6817,1.0,undefined,Plot,6,2,0,0,0,0,0,0,0,0,1,4.0,3.0,3.0,3.0,3.25,182.0,0,0,0,0
Breez Flora Avenue 88A,2.175,1237.8485,4.0,undefined,Plot,8,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,147.0,0,0,0,0
Experion The Westerlies,3.2700000000000005,1625.3489,1.0,undefined,Plot,9,3,1,0,0,0,0,0,0,0,1,4.0,4.5,4.5,4.5,4.375,605.0,0,0,0,0
BPTP Amstoria3.8 ★,5.625,2249.6551,1.0,undefined,Bptp,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
DLF City Plots,9.75,269.0975,1.0,Immediate,H 33,8,2,1,0,1,0,0,0,0,1,2,5.0,5.0,5.0,5.0,5.0,134.0,0,0,0,0
independent,9.375,4499.3102,1.0,undefined,Sector 92 Gurgaon,8,0,4,0,0,0,0,0,0,0,0,5.0,4.0,4.0,3.0,4.0,95.0,0,0,1,1
Malibu Towne,28.5,9676.7461,2.0,undefined,Prime Location,45,5,11,5,0,0,0,0,0,0,0,5.0,4.0,5.0,5.0,4.75,89.0,0,0,0,0
independent,16.875,3239.9339,1.0,undefined,Nirvana,46,4,10,8,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,154.0,0,0,0,0
BPTP Astaire Gardens3.7 ★,5.01,1722.224,2.0,undefined,A Block,12,2,0,0,1,0,0,0,0,0,3,5.0,4.0,4.0,4.0,4.25,514.0,0,0,0,0
Unitech South City 2,19.05,6931.951599999999,1.0,undefined,South City 2,45,4,10,7,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,191.0,0,0,0,0
Vatika Express City,9.0,5403.4778,1.0,undefined,Sector 88A Gurgaon,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,656.0,0,0,0,0
Vatika Express City,4.515,2357.2941,1.0,undefined,Sector 88A Gurgaon,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,656.0,0,0,0,0
on request,1.875,1399.307,2.0,undefined,Limited Inventory,5,0,4,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.5,4.25,324.0,0,0,0,0
Vatika Express City,4.965,2712.5028,1.0,undefined,Sector 88A Gurgaon,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,656.0,0,0,0,0
Vatika Express City,3.135,1636.1128,1.0,undefined,Sector 88A Gurgaon,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,656.0,0,0,0,0
Vatika Express City,4.485,2335.7663,1.0,undefined,Sector 88A Gurgaon,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,596.0,0,0,0,0
VATIKA INDIA NEXT 2,2.805,1603.8211,1.0,undefined,Sector 88B Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,586.0,0,0,0,0
Vatika Xpressions,1.7999999999999998,1011.8066,1.0,undefined,Sector 88B Gurgaon,7,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,121.0,0,0,0,0
Vatika Xpressions,1.95,1011.8066,3.0,Future,Sector 88B Gurgaon,7,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,534.0,0,0,0,0
Vatika Xpressions,2.94,1625.3489,2.0,Within_6_months,Sector 88B Gurgaon,7,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,56.0,0,0,0,0
independent,2.85,1485.4181999999998,2.0,undefined,Sector 88B Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,131.0,0,0,0,0
Adani tatva,3.075,1614.585,1.0,undefined,Sector 99A Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,3.0,3.25,371.0,0,0,0,0
independent,1.65,1076.39,2.0,Future,Sector 95 Gurgaon,5,0,4,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.5,4.25,800.0,0,0,0,0
Unitech South City 23.8 ★,7.199999999999999,2163.5439,1.0,Immediate,D 40,45,4,10,8,0,0,0,0,0,1,0,5.0,5.0,5.0,4.0,4.75,50.0,0,0,0,0
Vatika One Express City,4.455,269.0975,1.0,undefined,Upcoming Plot On Dwarka Expressway,6,1,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,868.0,0,0,0,0
huda sector 46,8.879999999999999,2368.058,1.0,undefined,123,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,92.0,0,0,0,0
RWA Sector 46,2.0250000000000004,559.7228,1.0,undefined,60 Sq Yd East Facing Plot Demand 1.35 Cr,47,6,9,12,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,241.0,0,0,0,0
BPTP Amstoria3.8 ★,5.085,2723.2667,1.0,Immediate,171,11,2,1,0,0,0,0,0,0,1,2,4.0,4.5,4.0,4.0,4.125,355.0,0,0,0,0
G99,7.800000000000001,4197.921,1.0,Immediate,Valencia,10,2,1,0,0,0,0,0,0,1,1,4.5,4.0,4.5,4.5,4.375,910.0,0,0,1,1
independent,6.18,2809.3779,3.0,undefined,426,0,0,0,0,0,0,0,0,0,0,0,4.5,4.0,4.5,4.5,4.375,355.0,0,0,0,0
BPTP Amstoria3.8 ★,4.5,2023.6132,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,339.0,0,0,1,0
BPTP Amstoria3.8 ★,3.9,1646.8767,2.0,undefined,175,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,355.0,0,0,0,0
BPTP Amstoria3.8 ★,6.75,2723.2667,1.0,Immediate,C Block,11,2,1,0,0,0,0,0,0,1,2,4.0,4.5,4.0,4.0,4.125,2462.0,0,0,1,1
ROF Normanton Park,2.4000000000000004,1506.946,3.0,Future,Sohna,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,915.0,0,0,1,0
ROF Normanton Park,2.16,1345.4875,3.0,Future,Sohna,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,915.0,0,0,1,0
ROF Normanton Park,2.04,1291.668,3.0,Future,Sohna,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,915.0,0,0,1,0
Vatika One Express City,3.1049999999999995,182.9863,1.0,undefined,Luxury Plot On Dwarka Expresway Highway,6,1,1,0,0,1,1,0,0,0,1,4.0,4.0,4.5,4.0,4.25,1322.0,1,0,1,0
G99,5.8950000000000005,2357.2941,1.0,undefined,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,1306.0,0,0,1,0
RWA Sector 46,4.44,1453.1265,1.0,Immediate,160 Sq Yd Plot Asking Rate Is 1.85 Psy,47,6,9,12,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,248.0,0,0,0,0
G99,6.42,2658.6833,1.0,undefined,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,1306.0,0,0,1,0
BPTP Amstoria3.8 ★,9.51,4230.2127,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,4.59,1625.3489,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,6.69,2228.1273,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,6.584999999999999,2723.2667,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,5.07,2023.6132,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,6.195,2249.6551,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,9.165,473.6116,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,4.455,1625.3489,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,6.51,2228.1273,1.0,Immediate,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,1,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,6.36,2723.2667,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,4.89,2023.6132,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
BPTP Amstoria3.8 ★,6.0,2249.6551,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,514.0,0,0,1,1
Vatika Express City,4.65,2432.6414,2.0,undefined,Park Facing Two Side Plot,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,737.0,0,0,0,0
BPTP Amstoria3.8 ★,4.32,2163.5439,1.0,undefined,175,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,699.0,0,0,1,0
